Release_ID,Commits,Bugs_Reported,Critical_Bugs,Test_Coverage,Failed_Test_Cases,Code_Churn,Cyclomatic_Complexity,Files_Changed,Developer_Experience,Security_Vulnerabilities,Build_Time_Minutes,Deployment_Frequency,Risk_Level
R2949,168,3,3,70.4,10,9470,26,6,8.0,1,36,10,Medium
R2950,210,22,6,56.6,14,516,17,78,12.5,0,6,3,Medium
R2951,255,11,0,84.0,1,1818,33,96,1.0,3,34,19,Medium
R2952,424,20,4,80.3,15,8996,32,90,9.2,4,25,11,High
R2953,368,3,3,94.8,4,1899,28,75,12.3,1,47,18,Low
R2954,414,25,6,74.6,21,4195,27,26,12.0,3,20,12,High
R2955,470,21,5,85.9,19,6776,7,63,1.3,1,13,18,Medium
R2956,295,6,4,89.3,6,3876,27,105,2.0,1,44,1,Medium
R2957,58,8,3,57.1,14,5177,15,64,9.7,4,19,14,Medium
R2958,227,27,3,68.8,22,9402,31,57,11.6,0,49,9,High
R2959,286,30,0,63.6,24,280,8,118,7.1,5,19,12,High
R2960,416,20,6,92.1,17,2612,29,106,0.9,1,59,11,High
R2961,112,30,6,65.4,23,7814,21,91,11.8,0,14,17,High
R2962,462,24,8,72.2,18,1798,10,104,2.3,1,17,6,High
R2963,58,8,2,69.2,5,6286,10,119,2.1,3,55,18,Medium
R2964,310,25,2,92.1,25,5115,30,98,11.5,3,21,9,High
R2965,213,29,5,85.8,5,6240,25,36,4.7,0,12,17,Medium
R2966,69,25,8,84.3,24,5713,10,28,6.0,3,17,17,High
R2967,29,21,5,61.4,6,9154,39,13,10.5,1,33,14,High
R2968,282,9,1,78.6,8,8237,10,34,6.0,1,15,1,Low
R2969,58,8,8,65.7,7,5402,22,8,13.5,0,16,15,Medium
R2970,106,17,3,95.1,0,3304,5,66,7.5,6,30,10,Medium
R2971,259,29,7,57.0,18,273,31,85,10.1,3,11,18,High
R2972,141,24,7,71.6,23,9991,28,1,7.5,5,35,3,High
R2973,345,13,2,97.2,15,2513,7,37,8.4,6,38,13,Medium
R2974,307,1,1,59.5,12,9509,19,6,3.8,6,47,6,High
R2975,218,27,4,83.8,25,6663,21,79,6.7,2,11,19,High
R2976,333,2,2,56.6,22,3879,6,50,11.9,2,55,19,Medium
R2977,36,30,7,83.4,7,4988,13,44,12.3,0,50,20,Medium
R2978,250,21,0,60.4,2,6223,40,74,1.9,3,39,5,High
R2979,316,12,7,97.0,14,4642,16,16,14.4,1,9,20,Medium
R2980,147,20,6,87.1,24,5685,15,52,12.0,1,16,4,High
R2981,236,18,0,79.2,16,7562,28,102,4.5,0,14,20,Medium
R2982,138,6,5,79.0,24,8349,24,25,10.4,4,45,3,High
R2983,22,13,5,74.7,25,5445,10,62,5.0,2,29,19,High
R2984,131,24,5,60.4,5,1435,24,7,13.7,6,10,5,High
R2985,486,17,3,63.3,18,5513,28,66,14.3,4,50,16,High
R2986,309,18,0,96.0,10,9977,34,13,7.6,3,10,16,Medium
R2987,378,0,0,56.4,13,8297,33,117,1.3,4,24,3,High
R2988,86,8,6,55.2,2,6525,21,70,12.2,6,45,18,High
R2989,322,10,3,65.5,12,9252,21,15,11.5,3,53,13,Medium
R2990,254,14,6,92.7,0,6453,22,29,5.0,5,58,19,Medium
R2991,429,22,7,84.8,21,3920,10,82,11.6,6,20,2,High
R2992,136,7,2,66.6,25,6984,33,43,13.7,3,21,11,High
R2993,79,24,0,68.3,8,8838,7,76,4.9,6,33,7,High
R2994,451,3,3,59.1,11,6440,6,110,5.4,2,15,16,Medium
R2995,46,14,5,91.0,22,4997,35,53,12.6,0,11,2,Medium
R2996,267,30,7,72.3,14,6031,23,87,11.3,3,26,15,High
R2997,96,16,7,61.7,12,9547,18,38,7.9,2,48,1,High
R2998,408,6,0,81.8,8,6329,38,110,5.6,3,5,14,Medium
R2999,214,23,2,95.6,20,6780,9,28,8.0,3,55,18,Medium
R3000,263,1,1,93.9,14,7293,28,60,1.1,5,18,19,Medium
R3001,309,28,6,61.3,7,8242,34,76,3.2,5,56,15,High
R3002,55,21,1,57.4,14,4005,27,16,2.4,4,31,6,High
R3003,115,21,0,72.9,20,2851,23,26,2.9,1,48,8,Medium
R3004,46,25,2,64.5,18,3864,21,36,6.0,6,30,1,High
R3005,447,27,6,79.9,8,3812,5,52,9.4,5,13,7,Medium
R3006,194,14,8,93.7,10,2403,24,12,2.5,2,20,16,Medium
R3007,386,26,0,56.5,12,4440,21,68,13.3,4,26,10,Medium
R3008,292,15,5,65.8,3,9580,38,101,0.6,1,28,12,High
R3009,179,28,2,78.3,0,5408,20,57,6.4,2,13,12,Medium
R3010,190,25,0,76.1,13,9121,38,82,14.4,4,30,1,High
R3011,367,5,0,65.1,18,2230,15,16,4.1,0,35,2,Medium
R3012,481,28,1,82.3,22,5441,40,52,14.5,1,42,19,Medium
R3013,358,4,4,90.7,18,8693,35,21,13.8,4,36,7,Medium
R3014,443,25,1,66.1,5,5174,28,103,6.4,4,57,4,High
R3015,262,29,6,68.6,3,7097,5,31,3.3,1,39,18,Medium
R3016,279,0,0,55.2,10,1387,7,23,8.1,2,26,3,Low
R3017,96,30,0,61.5,5,159,10,93,13.4,2,24,12,Medium
R3018,159,2,2,67.1,15,2352,9,8,13.1,2,30,14,Low
R3019,87,27,7,69.1,23,393,11,46,3.0,5,48,19,High
R3020,249,8,4,62.5,1,3865,30,8,7.5,6,26,10,Medium
R3021,396,17,3,63.9,18,6202,37,64,2.6,1,49,18,High
R3022,130,12,8,86.1,0,7083,8,102,1.8,2,26,15,Medium
R3023,324,4,3,60.9,15,1336,22,95,10.1,2,37,4,Medium
R3024,337,20,7,55.3,11,825,11,73,6.8,4,59,16,High
R3025,362,4,0,82.2,11,1306,13,6,2.2,4,14,18,Low
R3026,390,23,5,60.6,7,2547,33,108,0.6,2,41,7,High
R3027,406,15,5,77.2,18,1789,26,69,14.5,5,28,11,High
R3028,435,3,1,73.9,6,7368,10,37,9.2,0,55,15,Low
R3029,191,26,7,68.3,3,5175,16,39,8.6,3,57,8,High
R3030,318,13,2,72.0,11,9951,10,67,13.9,1,49,3,Medium
R3031,111,9,7,87.0,7,7214,34,62,3.0,6,21,10,High
R3032,117,20,4,63.7,10,5085,34,67,7.7,4,60,13,High
R3033,205,15,1,69.9,12,5136,19,115,8.0,5,46,2,High
R3034,447,5,0,88.6,7,4527,39,83,0.8,2,13,10,Medium
R3035,261,18,6,97.3,20,600,8,73,4.7,4,9,14,High
R3036,377,11,7,65.0,13,2188,23,113,2.9,3,49,5,High
R3037,84,11,4,81.1,1,3717,31,101,9.2,0,43,3,Medium
R3038,387,30,4,95.6,20,1060,11,87,5.3,3,20,4,High
R3039,383,3,3,63.1,5,6588,24,117,1.5,3,60,11,High
R3040,235,18,0,93.7,20,1177,38,35,2.3,4,56,8,High
R3041,131,10,8,98.3,8,7446,24,21,2.8,4,45,8,High
R3042,447,25,5,82.1,21,6906,35,101,7.4,0,27,8,High
R3043,461,19,0,89.7,5,7166,15,95,4.9,5,54,8,Medium
R3044,226,10,0,56.9,6,2447,6,74,1.1,5,8,14,Medium
R3045,173,26,7,72.9,20,5207,24,19,7.0,3,20,11,High
R3046,182,8,0,86.4,9,2984,20,16,6.3,3,43,5,Medium
R3047,390,22,0,87.3,14,6058,22,74,3.8,1,24,8,Medium
R3048,370,18,6,80.8,8,5334,18,95,11.8,4,60,6,High
R3049,425,22,5,62.7,15,9241,19,43,7.1,1,57,17,High
R3050,70,28,3,65.8,15,3908,22,44,4.1,6,48,7,High
R3051,45,5,3,73.6,3,3028,14,38,11.5,2,6,19,Low
R3052,295,11,3,86.4,14,2676,8,31,3.8,0,25,3,Medium
R3053,224,1,1,65.9,4,5451,11,105,0.9,5,10,12,Medium
R3054,202,10,8,92.8,1,9729,22,82,15.0,0,22,5,Medium
R3055,97,28,4,96.6,12,5106,9,11,9.1,1,28,12,Medium
R3056,458,2,2,69.1,16,683,36,99,8.0,4,10,8,Medium
R3057,441,23,5,94.8,11,3757,24,79,14.4,6,9,20,Medium
R3058,385,27,7,59.8,22,8246,25,46,7.7,0,30,14,High
R3059,428,7,2,97.2,20,2253,22,53,4.1,6,55,14,High
R3060,81,23,6,60.9,2,8889,28,115,14.3,3,20,11,High
R3061,87,0,0,75.2,2,5222,7,38,2.7,2,43,18,Low
R3062,357,12,8,90.6,21,6981,33,59,13.2,2,17,7,High
R3063,374,30,6,56.1,16,788,7,14,1.1,2,53,14,High
R3064,395,3,0,87.2,19,2537,36,107,7.9,4,40,4,Medium
R3065,295,19,3,56.7,25,6501,12,50,14.1,4,38,4,High
R3066,228,30,8,75.8,17,5872,10,68,12.4,2,31,20,High
R3067,43,11,0,84.1,12,5573,30,98,8.6,6,15,13,Medium
R3068,265,5,5,56.5,15,2657,36,21,12.4,5,45,18,High
R3069,77,21,4,74.7,20,3264,34,27,5.6,2,6,15,High
R3070,284,7,0,97.2,7,914,30,78,6.9,4,53,20,Medium
R3071,319,20,5,59.5,8,5779,23,78,8.5,3,34,3,High
R3072,153,12,7,66.6,1,7223,29,68,8.0,3,33,12,High
R3073,55,27,8,69.9,15,1754,10,55,4.9,3,7,12,High
R3074,362,19,5,91.1,6,5075,20,119,11.4,4,8,15,Medium
R3075,127,18,2,55.7,1,2306,27,68,12.6,2,32,11,Medium
R3076,408,25,3,65.6,15,7912,35,102,4.0,5,17,4,High
R3077,213,15,8,76.2,18,2735,31,14,5.9,4,35,5,High
R3078,26,27,1,61.3,21,1043,13,48,14.4,2,26,11,Medium
R3079,32,21,0,98.9,9,9764,7,65,14.9,5,7,19,Medium
R3080,320,29,8,92.1,18,8226,30,81,7.1,4,37,16,High
R3081,89,9,6,59.3,6,316,17,103,12.0,2,20,17,Medium
R3082,132,24,0,56.2,18,1402,23,29,5.0,4,24,20,High
R3083,499,7,0,76.6,22,4654,11,57,14.9,4,46,14,Medium
R3084,180,8,6,88.2,4,8488,36,89,3.3,0,38,20,Medium
R3085,428,12,2,61.4,4,7511,25,81,6.4,0,15,5,Medium
R3086,147,1,1,64.9,9,738,28,49,11.3,3,59,4,Medium
R3087,114,11,1,84.0,16,9338,7,106,4.3,4,59,6,Medium
R3088,415,27,8,93.8,0,5618,9,53,6.3,0,50,18,Medium
R3089,430,3,2,64.6,4,8092,38,71,4.8,2,36,20,Medium
R3090,37,18,8,71.8,6,6920,10,42,2.5,3,44,11,High
R3091,444,17,4,68.3,4,342,14,21,12.1,2,49,18,Medium
R3092,96,8,8,78.9,12,3235,9,32,13.1,1,34,3,Medium
R3093,173,11,0,65.0,2,1900,39,5,10.6,3,48,13,Medium
R3094,343,18,1,95.5,25,2091,20,86,8.8,0,29,3,Medium
R3095,32,8,7,95.9,25,1615,37,73,12.6,0,58,4,High
R3096,437,18,2,87.3,12,9918,14,114,4.9,3,31,18,Medium
R3097,302,21,3,67.7,1,3711,21,11,4.6,1,53,3,Medium
R3098,284,3,1,96.5,17,1796,24,2,14.3,2,10,8,Low
R3099,100,10,1,74.6,18,136,24,40,7.0,4,28,14,Medium
R3100,20,18,4,89.9,25,6430,34,13,4.8,6,37,15,High
R3101,289,6,1,56.0,3,4403,27,98,13.7,2,25,16,Medium
R3102,84,30,2,75.1,21,7839,22,102,1.3,5,22,1,High
R3103,133,6,6,66.7,19,9612,38,58,0.6,1,20,20,High
R3104,74,22,3,72.3,19,4833,10,24,12.3,3,24,3,Medium
R3105,22,26,6,55.7,5,7089,33,45,3.9,0,49,18,High
R3106,43,11,7,95.7,12,4055,10,88,12.6,0,6,18,Medium
R3107,328,12,5,68.0,25,1650,15,42,3.8,0,29,10,Medium
R3108,30,1,1,74.4,16,6653,34,77,4.9,4,29,19,Medium
R3109,437,16,4,77.4,16,1236,34,2,13.5,1,30,4,Medium
R3110,32,1,1,90.1,0,1276,33,63,14.3,6,60,8,Medium
R3111,354,15,5,80.3,9,9856,17,104,3.4,0,33,17,Medium
R3112,72,3,1,74.5,18,7032,8,5,4.5,0,15,3,Low
R3113,157,9,4,58.8,25,5943,26,109,9.1,3,22,8,High
R3114,138,7,7,68.3,18,6770,26,48,14.1,1,41,4,High
R3115,265,24,0,91.0,23,3936,28,32,13.6,6,8,10,Medium
R3116,336,22,2,71.9,12,5801,18,93,6.1,0,52,20,Medium
R3117,264,20,7,65.4,14,3646,24,98,6.7,1,22,17,High
R3118,273,22,2,95.9,6,9277,27,109,8.1,6,26,8,High
R3119,447,19,2,93.1,21,6457,40,59,10.1,2,49,3,High
R3120,493,30,3,67.0,6,2137,35,118,9.3,3,7,14,High
R3121,23,11,5,79.6,3,7926,19,106,5.1,4,13,4,Medium
R3122,470,22,1,72.1,10,501,30,90,12.3,4,44,7,Medium
R3123,498,28,5,88.0,12,5052,30,27,12.4,4,49,20,High
R3124,249,0,0,96.3,21,5468,28,63,0.6,6,19,20,Medium
R3125,387,7,4,84.1,15,1722,39,51,6.3,5,42,5,High
R3126,205,10,2,81.6,20,997,26,4,9.5,1,29,2,Medium
R3127,23,1,1,89.5,25,1920,8,11,12.4,3,9,14,Low
R3128,56,27,7,63.5,8,4234,37,11,2.5,0,59,8,High
R3129,20,1,1,77.5,20,3265,38,110,4.9,3,58,19,Medium
R3130,339,1,1,92.5,15,2194,17,87,14.0,0,8,9,Low
R3131,360,8,8,60.5,21,7738,20,81,14.9,6,28,11,High
R3132,391,13,1,81.7,4,1276,38,71,2.5,1,6,14,Medium
R3133,129,24,1,78.2,12,4809,12,62,6.1,5,45,8,Medium
R3134,444,0,0,63.3,8,2006,32,78,4.0,4,17,11,Medium
R3135,487,20,1,73.2,14,7219,22,2,12.6,1,19,19,Medium
R3136,361,2,2,84.0,10,2392,39,20,13.3,5,56,13,Medium
R3137,432,14,1,62.7,19,4038,34,75,4.3,6,44,19,High
R3138,184,27,2,96.2,10,3131,31,98,4.2,2,48,17,Medium
R3139,162,24,3,90.3,23,7132,39,56,7.9,6,12,3,High
R3140,178,25,3,64.7,13,4318,6,78,10.8,0,25,18,Medium
R3141,275,15,1,92.0,10,5797,8,99,9.8,3,49,6,Medium
R3142,419,15,8,76.1,19,954,15,119,5.7,0,49,5,High
R3143,28,22,4,97.0,7,7767,15,15,6.5,5,30,13,Medium
R3144,391,0,0,61.4,10,8434,24,10,8.3,0,16,20,Low
R3145,183,11,7,75.6,7,7560,17,78,12.5,3,59,19,Medium
R3146,181,24,5,58.0,20,2492,21,93,7.0,5,10,3,High
R3147,52,15,3,98.5,14,294,18,91,8.2,1,27,13,Medium
R3148,354,14,6,59.6,5,6076,40,38,11.1,1,18,7,High
R3149,35,25,0,78.9,11,6619,20,5,11.3,4,49,5,Medium
R3150,315,30,2,82.6,20,9252,13,66,7.3,6,60,6,High
R3151,429,3,0,94.1,21,8647,38,26,1.7,5,33,8,High
R3152,386,13,5,88.5,9,9025,27,20,3.2,3,13,1,High
R3153,52,19,7,92.2,17,4932,13,70,7.3,6,48,3,High
R3154,243,21,2,76.6,22,7143,18,81,6.2,0,15,20,Medium
R3155,394,23,5,70.6,2,419,6,47,13.3,0,37,4,Medium
R3156,336,9,8,88.8,22,2211,13,55,13.2,1,49,2,High
R3157,26,6,6,55.5,14,2305,13,31,5.2,1,52,17,Medium
R3158,138,0,0,84.5,21,2432,22,26,14.9,2,56,7,Low
R3159,314,3,3,88.8,4,9279,6,111,9.3,6,31,13,Medium
R3160,133,3,3,92.0,25,7084,29,108,8.6,5,48,10,High
R3161,24,7,3,92.8,8,6224,22,117,4.2,0,29,4,Medium
R3162,243,12,4,80.5,0,601,39,37,4.7,5,26,18,Medium
R3163,34,3,3,87.1,3,8124,31,39,2.6,3,58,6,Medium
R3164,284,0,0,68.0,3,5976,5,41,12.4,5,44,14,Low
R3165,335,18,6,59.3,23,3297,12,43,12.6,5,26,12,High
R3166,101,22,3,85.6,4,9155,8,42,7.8,4,17,15,Medium
R3167,351,14,4,65.3,8,1038,24,64,14.9,1,26,7,Medium
R3168,325,11,0,88.9,2,1997,26,100,2.8,2,25,17,Low
R3169,371,13,2,75.4,22,9001,40,69,3.1,0,19,3,High
R3170,247,8,8,80.9,7,425,21,117,14.5,6,39,17,High
R3171,23,22,7,60.2,17,7174,9,103,13.4,6,24,5,High
R3172,111,19,3,71.2,22,5481,23,85,11.1,4,16,2,High
R3173,186,23,5,79.8,14,5362,33,64,9.2,6,10,4,High
R3174,368,6,6,98.5,25,9082,19,3,10.8,6,26,15,High
R3175,230,4,4,93.5,10,1805,10,50,0.5,4,59,12,Medium
R3176,291,18,7,95.1,1,1886,27,85,14.0,1,16,4,Medium
R3177,417,6,3,71.7,16,9850,29,8,0.6,4,17,9,High
R3178,254,13,1,60.7,16,9566,38,76,9.5,1,5,16,Medium
R3179,163,12,1,87.6,23,4137,35,74,13.3,6,43,5,High
R3180,258,3,3,85.6,1,3709,18,67,10.3,5,39,17,Medium
R3181,366,11,2,77.6,23,9288,37,51,7.9,0,39,9,Medium
R3182,417,7,7,72.4,7,938,5,83,0.6,1,36,19,Medium
R3183,165,19,4,89.4,10,7678,21,112,12.1,2,12,2,Medium
R3184,251,12,2,87.7,4,6417,26,37,10.0,2,54,15,Medium
R3185,445,11,1,85.3,0,4345,20,44,8.9,4,18,20,Low
R3186,284,10,0,75.3,19,9476,32,47,7.8,2,33,17,Medium
R3187,407,7,7,69.5,21,9146,9,49,7.4,2,57,7,High
R3188,176,21,0,76.5,22,3549,8,57,10.0,0,56,15,Medium
R3189,258,30,6,59.1,21,3267,25,85,0.9,5,5,16,High
R3190,280,17,3,72.1,5,2534,17,26,10.9,4,25,10,Medium
R3191,26,7,3,73.0,18,9996,26,17,14.3,2,48,2,Medium
R3192,392,5,3,58.8,4,6532,25,26,2.8,1,25,11,Medium
R3193,434,3,3,82.4,4,4400,8,25,2.5,1,20,9,Low
R3194,266,15,1,67.8,25,5502,7,75,4.0,2,25,12,Medium
R3195,196,22,7,98.4,1,2537,7,6,6.5,3,21,3,Medium
R3196,119,13,4,66.7,25,6005,22,103,7.3,3,12,6,High
R3197,75,17,3,95.8,19,1627,14,62,10.3,6,55,1,High
R3198,451,13,5,56.3,23,6739,11,116,2.7,6,14,18,High
R3199,352,7,0,71.0,9,4741,31,72,10.6,1,47,1,Medium
R3200,499,8,5,71.3,25,5672,26,7,2.3,3,18,11,High
R3201,239,0,0,76.9,24,8929,24,119,12.0,1,46,5,Medium
R3202,269,13,3,80.4,19,1111,21,87,12.4,0,6,17,Medium
R3203,111,22,3,72.6,12,2428,32,114,14.0,0,16,6,Medium
R3204,96,1,1,71.5,10,482,30,14,7.1,4,7,14,Medium
R3205,349,30,7,56.0,23,1199,26,87,2.1,0,8,7,High
R3206,319,27,3,66.1,19,643,34,56,9.2,1,12,13,High
R3207,113,23,1,79.3,6,3993,19,76,11.2,6,58,3,Medium
R3208,399,19,2,80.4,12,2503,12,1,12.8,1,6,16,Low
R3209,63,5,2,95.5,1,1011,40,17,13.3,4,19,15,Low
R3210,247,23,4,63.0,24,987,25,37,9.5,2,36,18,High
R3211,294,28,7,89.7,17,2480,8,52,3.3,1,49,17,High
R3212,445,22,0,97.2,5,7004,40,7,13.6,2,31,14,Medium
R3213,207,16,5,61.0,8,8145,31,2,12.7,3,57,1,High
R3214,351,13,4,74.4,22,4311,26,23,5.7,1,33,18,Medium
R3215,258,22,4,75.6,17,8887,21,2,6.9,6,49,20,High
R3216,159,13,5,76.1,14,966,32,12,2.6,4,37,17,High
R3217,330,14,2,79.0,4,6635,38,8,12.0,1,37,5,Medium
R3218,477,12,1,86.1,24,6287,21,16,6.8,0,26,7,Medium
R3219,463,15,1,83.4,13,645,26,50,11.1,3,39,17,Medium
R3220,25,25,3,58.3,20,6676,29,40,15.0,6,41,12,High
R3221,345,2,2,75.5,16,3227,12,113,3.0,6,21,5,Medium
R3222,305,21,5,65.5,11,4524,10,108,6.3,0,10,19,Medium
R3223,329,2,2,85.0,17,423,38,57,0.5,5,12,16,Medium
R3224,20,22,8,89.3,21,6659,36,112,13.5,2,15,2,High
R3225,265,14,1,86.9,1,7821,23,8,4.6,1,32,18,Low
R3226,316,11,7,81.3,14,2584,23,53,1.7,0,25,3,Medium
R3227,66,1,0,57.3,15,935,11,64,8.6,2,6,6,Medium
R3228,26,11,0,61.5,21,4835,35,21,10.4,5,19,20,Medium
R3229,109,1,1,55.5,21,2920,35,47,13.6,6,43,16,High
R3230,157,20,7,84.7,20,5568,19,112,9.2,2,43,15,High
R3231,403,9,4,91.6,5,5777,14,50,10.1,5,44,9,Medium
R3232,362,20,2,57.5,2,6726,23,15,5.6,5,18,15,Medium
R3233,169,1,1,59.1,6,4005,34,120,11.8,4,54,8,Medium
R3234,464,14,6,90.0,12,9495,33,49,8.2,5,48,13,High
R3235,412,29,0,91.8,10,5727,36,99,1.8,6,34,10,High
R3236,326,21,0,90.2,16,4986,30,67,7.9,2,22,19,Medium
R3237,333,1,1,57.6,25,5628,37,52,3.0,5,7,12,High
R3238,247,8,4,69.6,18,9562,40,56,3.5,2,28,8,High
R3239,182,4,4,87.4,3,1692,12,12,10.5,0,49,17,Low
R3240,210,25,1,97.3,8,6823,32,115,7.9,4,47,11,High
R3241,325,7,2,58.4,11,9551,31,16,7.8,1,8,15,Medium
R3242,390,22,3,83.6,22,8814,5,113,11.5,1,14,14,Medium
R3243,155,4,4,82.1,15,2299,5,43,12.8,2,39,6,Medium
R3244,441,18,8,93.3,15,9079,11,92,9.3,0,59,10,High
R3245,260,21,4,81.8,17,4688,33,40,6.1,2,16,19,Medium
R3246,146,29,7,97.2,15,9072,21,88,7.4,6,16,3,High
R3247,154,13,1,75.2,15,5604,39,7,12.2,2,56,5,Medium
R3248,338,26,2,73.6,13,8348,38,84,9.5,4,39,17,High
R3249,256,30,7,69.5,8,5496,37,34,13.3,6,23,3,High
R3250,140,8,0,60.1,19,2331,18,54,14.9,0,49,11,Medium
R3251,328,13,2,85.6,10,1148,18,33,6.0,1,38,20,Low
R3252,33,3,2,92.0,16,4791,23,62,9.3,3,51,12,Medium
R3253,228,3,1,98.2,13,9183,30,18,10.7,5,20,2,Medium
R3254,435,14,0,83.9,10,4234,38,4,13.1,1,11,13,Low
R3255,37,4,2,74.8,9,4053,20,7,3.6,3,48,6,Medium
R3256,433,28,7,58.0,13,2753,23,39,7.1,6,27,14,High
R3257,116,27,1,90.2,3,2230,9,27,8.4,0,36,18,Low
R3258,453,5,5,94.8,17,878,30,54,1.6,5,24,12,High
R3259,338,27,8,69.6,12,6271,19,46,6.8,5,58,10,High
R3260,60,16,0,62.3,17,8656,16,44,2.5,1,47,17,Medium
R3261,380,17,6,74.0,1,5278,22,50,9.0,5,43,17,High
R3262,409,9,2,78.6,5,8826,23,58,13.3,2,14,2,Medium
R3263,144,2,2,91.9,5,8953,40,111,13.6,0,55,6,Medium
R3264,127,23,2,95.4,6,7187,29,67,6.8,2,13,15,Medium
R3265,495,27,7,79.0,4,7103,39,90,10.1,2,16,16,High
R3266,93,16,7,87.5,0,4084,14,1,7.8,3,33,18,Medium
R3267,135,26,4,74.3,2,218,31,24,10.2,1,57,8,Medium
R3268,156,20,5,90.8,24,6133,35,32,5.5,3,16,7,High
R3269,352,4,4,77.0,22,698,8,33,5.3,2,38,12,Medium
R3270,381,18,7,64.6,4,7674,19,96,9.7,6,13,6,High
R3271,301,11,7,95.6,0,5214,15,101,4.2,6,51,5,High
R3272,189,10,5,67.8,13,8639,19,75,12.0,3,46,2,High
R3273,170,3,1,73.3,17,8905,9,47,11.9,3,45,10,Medium
R3274,224,27,7,65.2,12,5724,29,78,0.6,2,37,9,High
R3275,402,21,6,77.0,7,3495,16,92,3.1,6,9,6,High
R3276,165,17,5,70.5,14,7271,6,2,10.1,3,15,8,Medium
R3277,366,19,4,96.4,18,9812,22,21,6.6,0,36,14,Medium
R3278,32,20,8,81.2,6,1069,10,17,14.2,0,19,8,Medium
R3279,314,16,0,85.5,7,8366,36,12,13.1,3,14,18,Medium
R3280,134,7,5,73.7,19,973,25,115,13.4,6,9,2,High
R3281,296,21,0,96.7,11,3679,18,59,4.6,6,17,11,Medium
R3282,226,14,0,60.7,20,7470,36,22,7.9,3,9,11,High
R3283,494,12,5,81.8,21,6130,34,90,13.8,5,23,12,High
R3284,273,10,5,81.9,11,6126,6,115,5.5,5,20,13,Medium
R3285,88,18,1,74.5,9,8520,28,113,13.4,6,23,3,High
R3286,306,7,5,96.5,22,5227,13,95,12.9,2,14,2,Medium
R3287,252,28,8,83.4,16,2787,9,51,9.9,0,60,3,High
R3288,332,20,2,59.1,11,8151,23,91,4.8,1,8,7,Medium
R3289,40,25,2,75.8,12,4393,34,26,0.9,5,54,18,High
R3290,92,9,0,63.3,23,6037,20,23,11.0,0,55,6,Medium
R3291,397,9,4,55.4,22,2932,17,99,6.8,2,46,1,High
R3292,314,8,1,62.7,22,1550,40,116,1.1,5,58,6,High
R3293,201,15,5,80.7,1,540,23,119,12.4,4,21,3,Medium
R3294,89,25,3,94.8,10,5055,31,2,1.8,4,10,4,High
R3295,124,25,4,87.6,23,3921,21,103,7.8,2,35,3,High
R3296,123,6,6,85.4,14,7104,39,54,1.8,3,20,10,High
R3297,439,4,1,88.8,4,524,15,80,1.8,5,50,7,Medium
R3298,277,2,2,56.7,9,9800,24,72,1.0,4,38,20,High
R3299,45,17,8,83.4,22,1250,29,87,6.5,6,28,6,High
R3300,116,3,1,84.7,18,691,37,20,1.5,1,17,11,Medium
R3301,220,30,8,87.0,22,3489,11,57,14.4,1,53,14,High
R3302,471,27,6,76.5,9,1233,35,11,0.7,5,18,18,High
R3303,481,18,1,82.2,16,7950,23,5,5.2,6,6,4,Medium
R3304,142,23,3,89.4,0,4179,22,103,4.3,2,32,1,Medium
R3305,272,2,2,94.4,15,6503,27,8,12.5,3,34,12,Medium
R3306,404,22,2,70.8,20,7624,14,29,1.6,3,53,7,High
R3307,80,12,0,91.8,21,8250,37,94,1.6,5,59,2,High
R3308,181,24,7,98.0,0,3179,29,111,11.7,0,32,13,Medium
R3309,465,14,0,55.6,19,4702,30,117,9.2,6,30,13,High
R3310,371,19,3,92.9,4,4160,18,89,7.2,0,36,4,Medium
R3311,400,21,5,78.0,0,532,36,111,13.7,2,46,2,Medium
R3312,306,13,3,66.0,6,4986,18,109,0.9,6,30,11,High
R3313,475,17,7,67.9,22,8975,38,71,3.3,5,15,8,High
R3314,259,10,0,92.0,15,3155,14,68,12.8,2,39,5,Low
R3315,371,11,8,96.6,23,4594,27,41,15.0,0,18,20,Medium
R3316,413,3,3,89.4,6,5192,38,111,2.9,6,20,14,Medium
R3317,273,17,8,95.0,17,8112,17,51,13.2,6,45,7,High
R3318,94,30,3,78.4,1,4328,20,53,4.2,2,38,10,Medium
R3319,231,13,4,77.8,23,7957,22,13,6.2,3,54,3,High
R3320,86,1,1,65.0,14,5554,27,114,2.9,3,35,13,Medium
R3321,39,3,3,70.8,9,179,37,14,2.1,6,22,9,Medium
R3322,429,2,2,74.3,17,1947,24,92,3.6,3,9,3,Medium
R3323,232,17,6,60.2,9,6435,6,111,3.4,3,9,3,High
R3324,284,19,2,72.6,23,462,26,44,5.4,5,22,13,High
R3325,199,29,4,62.7,12,8304,20,49,7.8,2,59,8,High
R3326,275,14,1,98.5,25,547,17,38,13.2,5,22,11,Medium
R3327,163,10,5,84.7,25,7046,6,2,3.8,0,59,3,Medium
R3328,67,19,6,83.3,4,2593,36,100,2.7,1,38,13,Medium
R3329,429,18,7,94.9,21,2159,11,84,12.9,6,33,7,High
R3330,219,25,8,65.2,11,1006,25,108,10.3,3,6,19,High
R3331,119,8,0,89.4,19,9497,10,53,10.4,2,7,18,Low
R3332,78,2,2,73.1,22,4353,6,31,4.5,4,45,9,Medium
R3333,307,8,3,93.4,15,7692,7,2,10.5,1,56,16,Medium
R3334,495,18,5,86.4,18,5594,12,40,12.3,4,27,9,Medium
